Артикул;Код сайта;Наименование;Цена опт;РРЦ;Материал;Наличие на складе;Остаток;Бренд;Страна производства;Страна ТМ;Категория;Категория 2;Размеры;Вид упаковки;Ссылка на фото;;Штрих-код;Вес;Серия;
R2S078_ICTT-AL;47498;Банка для кофе;580;1044;Металл;На складе;>20;Easy Life (R2S);КИТАЙ;Италия;Кухонные принадлежности;Банки для сыпучих продуктов, емкости для хранения;13 х 8 х 21см;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/10742.jpg;;8002369520702;0.23;Время кофе;
R2S080_ICOT-AL;47499;Банка для печенья;650;1170;Металл;На складе;>20;Easy Life (R2S);КИТАЙ;Италия;Кухонные принадлежности;Банки для сыпучих продуктов, емкости для хранения;22 х 14 х 13см;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/10743.jpg;;8002369520719;0.31;Время кофе;
R2S092_ICOT-AL;47500;Банка для конфет;522;940;Металл;Ожидается;Ожидается;Easy Life (R2S);КИТАЙ;Италия;Кухонные принадлежности;Банки для сыпучих продуктов, емкости для хранения;13 х 13 х 14,5см;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/10741.jpg;;8002369520726;0.23;Время кофе;
R2S0942_DRAM-AL;53938;Тарелка обеденная Природа;332;598;Фарфор;На складе;13;Easy Life (R2S);КИТАЙ;Италия;Предметы сервировки стола;Тарелки;26.5 см;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/12178.jpg;Распродажа;8002369521938;0.64;Ускользающая красота;
R2S0943_DRAM-AL;53939;Тарелка суповая Природа;191;344;Фарфор;На складе;5;Easy Life (R2S);КИТАЙ;Италия;Предметы сервировки стола;Тарелки;21.5 см;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/12162.jpg;Распродажа;8002369521945;0.37;Ускользающая красота;
R2S0944_DRAW-AL;53941;Тарелка десертная Дерево;134;241;Фарфор;На складе;3;Easy Life (R2S);КИТАЙ;Италия;Предметы сервировки стола;Тарелки;19 см;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/12160.jpg;Распродажа;8002369521969;0.28;Ускользающая красота;
R2S1010_ICTB-AL;46686;Кружка Cappuccino;377;679;Фарфор;На складе;>20;Easy Life (R2S);КИТАЙ;Италия;Кружки;Кружки обычные;0.35л;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/10362.jpg;;8002369519805;0.29;Время кофе;
R2S1010_ICTO-AL;46687;Кружка Americano;377;679;Фарфор;На складе;>20;Easy Life (R2S);КИТАЙ;Италия;Кружки;Кружки обычные;0.35л;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/10361.jpg;;8002369519812;0.29;Время кофе;
R2S1010_ICTR-AL;46688;Кружка Coffee;377;679;Фарфор;На складе;>20;Easy Life (R2S);КИТАЙ;Италия;Кружки;Кружки обычные;0.35л;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/10363.jpg;;8002369519829;0.29;Время кофе;
R2S1010_ICTW-AL;46689;Кружка Espresso;377;679;Фарфор;На складе;>20;Easy Life (R2S);КИТАЙ;Италия;Кружки;Кружки обычные;0.35л;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/10364.jpg;;8002369519836;0.29;Время кофе;
R2S1016_ICTT-AL;46690;Набор из 4-х чашек для эспрессо;621;1118;Фарфор;На складе;>20;Easy Life (R2S);КИТАЙ;Италия;Посуда для кофе;На 4 персоны;0.08л;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/10365.jpg;;8002369519843;0.35;Время кофе;
R2S1280_ROYG-AL;48181;Кружка Королевский сад (зеленая);375;675;Фарфор;На складе;>20;Easy Life (R2S);КИТАЙ;Италия;Кружки;Кружки обычные;0.3л;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/11489.jpg;;8002369521198;0.40;Королевский сад;
R2S1280_ROYP-AL;48180;Кружка Королевский сад (розовая);375;675;Фарфор;На складе;>20;Easy Life (R2S);КИТАЙ;Италия;Кружки;Кружки обычные;0.3л;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/11490.jpg;;8002369521204;0.40;Королевский сад;
R2S1282_BLUP-AL;48175;Чашка с блюдцем Голубые пионы;621;1118;Фарфор;На складе;5;Easy Life (R2S);КИТАЙ;Италия;Посуда для чая;Чайные пары;0.2л;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/11488.jpg;Распродажа;8002369521211;0.40;Голубые пионы;
R2S1282_ROYG-AL;48183;Чашка с блюдцем Королевский сад (зеленая);630;1134;Фарфор;На складе;7;Easy Life (R2S);КИТАЙ;Италия;Посуда для чая;Чайные пары;0.2л;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/11493.jpg;;8002369521228;0.54;Королевский сад;
R2S1282_ROYP-AL;48182;Чашка с блюдцем Королевский сад (розовая);630;1134;Фарфор;Ожидается;Ожидается;Easy Life (R2S);КИТАЙ;Италия;Посуда для чая;Чайные пары;0.2л;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/11494.jpg;;8002369521235;0.54;Королевский сад;
R2S1282_WITE-AL;47290;Чашка с блюдцем Роял (белый);1012;1822;Фарфор;На складе;2;Easy Life (R2S);КИТАЙ;Италия;Посуда для чая;Чайные пары;0.2л;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/10758.jpg;Распродажа;8002369520085;0.00;Роял;
R2S1283_BLUP-AL;48176;Чайник Голубые пионы;1795;3231;Фарфор;На складе;2;Easy Life (R2S);КИТАЙ;Италия;Предметы сервировки стола;Чайники, кофейники;0.8л;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/11487.jpg;Распродажа;8002369521242;0.00;Голубые пионы;
R2S1350_BLOC-AL;46473;Чайник Цветочный карнавал;3279;5902;Костяной фарфор;На складе;2;Easy Life (R2S);КИТАЙ;Италия;Предметы сервировки стола;Чайники, кофейники;1,0л;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/10205.jpg;;8002369519256;0.63;Цветочный карнавал;
R2S1351_BLOB-AL;54478;Набор: сахарница + молочник Цветочный карнавал тёмный;2032;3658;Костяной фарфор;На складе;2;Easy Life (R2S);КИТАЙ;Италия;Предметы сервировки стола;Наборы "сахарница и молочник";0,2л + 0,2л;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/12501.jpg;;8002369522171;0.84;Цветочный карнавал;
R2S1355_BLOB-AL;46481;Кружка Цветочный карнавал, тёмная;462;832;Костяной фарфор;Ожидается;Ожидается;Easy Life (R2S);КИТАЙ;Италия;Кружки;Кружки обычные;0,27 л;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/10201.jpg;;8002369519287;0.24;Цветочный карнавал;
R2S1355_BLOC-AL;46476;Кружка Цветочный карнавал, светлая;462;832;Костяной фарфор;Ожидается;Ожидается;Easy Life (R2S);КИТАЙ;Италия;Кружки;Кружки обычные;0,27 л;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/10200.jpg;;8002369519294;0.24;Цветочный карнавал;
R2S1357_BLOB-AL;46480;Чашка с блюдцем Цветочный карнавал, тёмная;891;1604;Костяной фарфор;Ожидается;Ожидается;Easy Life (R2S);КИТАЙ;Италия;Посуда для чая;Чайные пары;0,3л;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/10207.jpg;;8002369519300;0.35;Цветочный карнавал;
R2S1357_BLOC-AL;46477;Чашка с блюдцем Цветочный карнавал, светлая;891;1604;Костяной фарфор;На складе;>20;Easy Life (R2S);КИТАЙ;Италия;Посуда для чая;Чайные пары;0,3л;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/10206.jpg;;8002369519317;0.35;Цветочный карнавал;
R2S1359_BLOB-AL;47487;Тарелка обеденная Цветочный карнавал, тёмная;1135;2043;Костяной фарфор;На складе;6;Easy Life (R2S);КИТАЙ;Италия;Предметы сервировки стола;Тарелки;26.5см;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/10768.jpg;Распродажа;8002369520764;0.55;Цветочный карнавал;
R2S1359_BLOC-AL;47485;Тарелка обеденная Цветочный карнавал, светлая;1135;2043;Костяной фарфор;На складе;12;Easy Life (R2S);КИТАЙ;Италия;Предметы сервировки стола;Тарелки;26.5см;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/10767.jpg;Распродажа;8002369520771;0.55;Цветочный карнавал;
R2S1360_BLOB-AL;47488;Тарелка суповая Цветочный карнавал, тёмная;874;1573;Костяной фарфор;На складе;>20;Easy Life (R2S);КИТАЙ;Италия;Предметы сервировки стола;Тарелки;23см;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/10770.jpg;Распродажа;8002369520788;0.45;Цветочный карнавал;
R2S1360_BLOC-AL;47486;Тарелка суповая Цветочный карнавал, светлая;874;1573;Костяной фарфор;На складе;>20;Easy Life (R2S);КИТАЙ;Италия;Предметы сервировки стола;Тарелки;23см;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/10769.jpg;Распродажа;8002369520795;0.45;Цветочный карнавал;
R2S1551_MEOW_1-AL;54074;Подставка керамическая Кошки (чёрная);235;423;Керамика;На складе;6;Easy Life (R2S);КИТАЙ;Италия;Кухонные принадлежности;Подставки под горячее;20х20см;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/12137.jpg;Распродажа;8002369522027;2.46;Подарки;
