Название товара;Артикул;Идентификатор товара в магазине;Остаток;Цена продажи;Старая цена;Закупочная цена
"Заварочный чайник ""Ноктюрн"", 1000 мл.";722-032;54716006;;637;;467
"Кружка ""Ноктюрн"", 500 мл.";722-015;54716005;;452;;332
"Кувшин ""Ноктюрн"", 2000 мл.";722-070;54716008;;1146;1432;840
"Набор тарелок ""Ноктюрн"", 22 см., 6 шт.";722-120;54716003;;1084;;795
"Набор тарелок ""Ноктюрн"", 25 см., 6 шт.";722-119;54716009;;477;596;350
"Сахарница ""Ноктюрн"", 420 мл., 10 см., h=13 см.";722-033;54716004;;311;;229
"Чайный набор на 6 персон ""Ноктюрн"", 12 пр., 250 мл";722-004;54716007;;2234;;1703
"Чайный сервиз на 6 персон ""Ноктюрн"", 15 пр., 1000/250 мл";722-002;54716615;;3232;;2566
"Чайный набор на 6 персон ""Ностальжи"", 12 пр., 200 мл";760-258;46766162;;2835;3543;2250
"Набор для специи ""Осеана"", 2пр.4х4х6 см.";760-195;54717899;;189;;139
"Салатник ""Осеана"", 21х20х4 см.";760-194;54716729;;565;;415
"Столовый сервиз на 6 персон ""Осеана"", 23 пр.";760-088;54717898;;11970;14962;9500
"Турка ""Осеана"", 300 мл.";760-192;54716680;;561;;412
"Чайный набор ""Осеана"", 15 пр., 820 мл";760-087;54717503;;4999;;3968
"Конфетница ""Павлин"" 38.5 см, h=17 см";40-503;84101252;21;1844;2305;1761
"Конфетница ""Павлин"" 39 см, h=5 см";40-519;84101218;21;1917;2396;1830
"Конфетница ""Павлин"", 33х44 см., h=15 см.";40-516;54717900;21;3245;;2576
"Конфетница ""Павлин"", h=14 см. 37х37 см.";40-530;54717904;;3361;;2668
"Кружка ""Павлин"" 350 мл";482-106;84102619;2;192;240;141
"Кружка ""Павлин"" 350 мл";482-105;84102620;;156;;115
"Менажница ""Павлин"", 2-х секцционная 42х32 см., h=17 см.";40-605;54717907;;3756;;2982
"Салфетница ""Павлин"", 13х4 см., h=7 см.";69-2015;54717901;;197;;145
"Чайный набор на 1 персону ""Павлин"", 2 пр., 250 мл";69-1641;54717902;21;375;468;299
"Чайный набор на 2 персоны ""Павлин"", 4 пр., 250 мл";69-1759;54717905;21;741;;589
"Чайный набор на 6 персон ""Павлин"", 12 пр., 200 мл";82-1006;46766164;;1362;1702;999
"Чайный набор на 6 персон ""Павлин"", 12 пр., 200 мл";82-1003;46766163;;2165;;1650
"Часы ""Павлин"", 20х25 см., h=40 см.";452-109;54717906;;23000;;20000
"Чайный сервиз на 6 персон ""Пара"", 15 пр., 850/150 мл";77-735;46766165;4525;4741;5926;4525
"Блюдо ""Пасадена"" 21х14х4 см";54-418;84101086;;339;423;249
"Блюдо ""Пасадена"" 33х22х8 см";54-316;84101082;;1255;1568;920
"Блюдо ""Пасадена"", 28.3х19.3х5.5 см";54-315;54717924;21;762;;605
"Блюдо ""Пасадена"", 32х18.5х5 см";54-317;54717923;21;973;;773
"Блюдо ""Пасадена"", 42х22.2х6 см";54-318;54717940;21;1520;1900;1207
"Блюдо с подставкой ""Пасадена"", 44х30 см., h=7 см.";760-318;54717934;;2181;;1663
"Блюдо-шубница ""Пасадена"" 25х14х4 см";54-314;84103625;21;438;;349
"Бульонница 500 мл. ""Пасадена""";760-206;54717932;;641;801;470
"Заварочный чайник ""Пасадена"", 400 мл.";760-291;54717910;21;506;;402
"Заварочный чайник ""Пасадена"", 750 мл.";760-311;54717929;21;749;;595
"Комплект из 2-х сахарниц с ложками ""Пасадена"" 10х10х12 см, 250 мл";54-402;84103036;21;478;;351
"Конфетница ""Пасадена"" 17х17х8 см";54-320;84101268;386;515;643;378
"Конфетница ""Пасадена"" 19х18х12 см";54-400;84101272;21;949;1186;754
"Кофейный набор на 6 персон ""Пасадена"", 12 пр., 100 мл";760-203;84103731;21;1795;;1714
"Кружка ""Пасадена"" 350 мл";54-434;84102625;21;276;;203
"Кружка ""Пасадена"", 350 мл.";760-226;54717909;13;411;;302
"Масленка ""Пасадена"", 17х12.8х8.2 см";54-322;54717944;21;595;743;473
"Менажница ""Пасадена"" 30х30х3 см";54-420;84102723;21;759;;603
"Менажница ""Пасадена"", 29х29 см., h=4 см.";760-312;54717911;21;1024;;814
"Набор десертных тарелок ""Пасадена"" 20 см";54-363;84102739;21;1336;;1275
"Набор десертных тарелок ""Пасадена"", 6 шт., 19 см";760-220;46766167;;1565;;1494
"Набор подстановочных тарелок ""Пасадена"" 26.5 см";54-453;84102742;;2743;;2178
"Набор подстановочных тарелок ""Пасадена"", 6 шт., 27 см";760-221;46766168;21;3135;;2993
"Набор розеток ""Пасадена"", из 6-ти шт., 10 см., h=2.5 см.";760-397;54717928;21;693;866;550
"Набор розеток из 6-ти штук ""Пасадена"" 7х7х2 см";54-336;84102734;;169;;124
"Набор столовый для шашлыка 3 пр.""Пасадена"", 31х22х3/15х15х8/10х10х3 см.";760-300;54717921;;1771;;1350
"Розетка ""Пасадена"" 11х11х6.5 см";54-429;84102763;21;375;;299
"Розетка ""Пасадена"" 6.5х6.5х4 см";54-428;84102764;11;211;263;168
"Салатник ""Пасадена"", 16 см.";54-311;54717922;;416;520;306
"Салатник ""Пасадена"", 17х13 см., h=4 см.";760-316;54717915;;407;;299
"Салатник ""Пасадена"", 18 см.";760-352;54717927;;719;;527
"Салатник ""Пасадена"", 20х20х5.2 см";54-321;54717912;357;441;;350
"Салатник ""Пасадена"", 23 см., h=6 см.";760-301;54717919;;949;1186;696
"Салатник ""Пасадена"", 25х24х4 см.";760-314;54717916;;1021;;749
"Салатник, 15 см. ""Пасадена""";760-223;54717931;11;609;;484
"Салфетница ""Пасадена"" 14.5х10.5х15 см";54-460;84102783;21;444;555;326
"Сахарница ""Пасадена"" 12х12х13.5 см, 470 мл";54-455;84103042;21;664;;487
"Сахарница с ложкой ""Пасадена"" 10х10х12 см, 250 мл";54-389;84103026;21;203;;149
"Сахарница с ложкой ""Пасадена"" 10х10х12.5 см, 290 мл";54-459;84103029;21;310;;228
"Сахарница с ложкой ""Пасадена"" 10х10х16 см, 250 мл";54-392;84103039;21;404;505;297
"Сахарница с ложкой ""Пасадена"" 10х10х17 см, 290 мл";54-395;84103032;21;271;;199
"Соусник ""Пасадена"" 11.5х6.5х3.5 см";54-404;84103151;21;119;;88
"Соусник ""Пасадена"", 70мл, 12х4х4 см.";54-312;54717943;;142;;105
"Столовый набор на 12 персон ""Пасадена"", 51 пр.";54-307;46766169;;17494;21867;14579
"Столовый набор на 6 персон ""Пасадена"" на 6 персон";54-361;84103154;21;5952;;5681
"Столовый набор на 6 персон ""Пасадена"", 24 пр.";54-310;54717913;21;9919;;9465
"Столовый сервиз на 12 персон ""Пасадена"", 44 пр.";760-216;46766170;;24700;;21479
"Столовый сервиз на 6 персон ""Пасадена"", 23 пр.";760-217;46766171;;9941;12426;9487
"Столовый сервиз на 6 персон ""Пасадена"", 24 пр.";760-346;46766172;;13540;;10747
"Ступка с пестиком ""Пасадена"" 16х11х9 см";54-341;84103162;21;134;167;99
"Тарелка суповая глубокая ""Пасадена"" 16х16х5 см";54-425;84103170;21;311;;248
"Тортовница с крышкой ""Пасадена"" 22х22х20 см";54-416;84103274;21;938;;745
"Тортовница с лопаткой ""Пасадена"", 31 см., h=15 см.";760-306;54717926;21;2025;;1933
"Фруктовница ""Пасадена"", 20 см., h=12 см.";760-304;54717939;;1240;;909
"Фруктовница ""Пасадена"", 20х19х13 см.";760-308;54717930;21;1327;1658;973
"Фруктовница ""Пасадена"", 24х24х17 см.";760-309;54717933;;2213;;1687
"Фруктовница ""Пасадена"", 33х33х22 см.";760-310;54717918;21;2782;;2655
"Фруктовница трехъярусная ""Пасадена"", 25/20/15 см.";760-227;54717914;;1443;1803;1100
"Чайник ""Пасадена"" 3 л";54-446;84103546;21;1696;;1620
"Чайник заварочный ""Пасадена"" 460 мл";54-457;84103541;372;507;;372
"Чайный набор ""Пасадена"", 2 пр., 220 мл";54-443;84114047;;496;620;364
"Чайный набор ""Пасадена"", 2 пр., 250 мл";760-535;84114072;21;494;;393
"Чайный набор на 1 персону ""Пасадена"", 2 пр., 180 мл";54-325;54717920;21;374;;298
"Чайный набор на 12 персон ""Пасадена"", 42 пр.";54-309;46766173;;11368;;9023
"Чайный набор на 12 персон ""Пасадена"", 80 пр.";54-308;54717938;;22618;28272;19668
"Чайный набор на 2 персоны ""Пасадена"", 4 пр., 180 мл";54-324;54717908;21;885;1106;703
"Чайный набор на 6 персон ""Пасадена"", 12 пр., 180 мл";54-323;54717925;;2028;;1936
"Чайный набор на 6 персон ""Пасадена"", 12 пр., 200 мл";760-202;46766174;;3929;;3119
"Чайный набор на 6 персон ""Пасадена"", 12 пр., 220 мл";54-437;84114052;21;2323;2903;2218
"Чайный набор на 6 персон ""Пасадена"", 12 пр., 250 мл";760-534;84114081;21;1884;2355;1799
"Чайный сервиз на 12 персон ""Пасадена"", 40 пр., 1250/200 мл";760-215;46766175;;13469;;10690
"Чайный сервиз на 6 персон ""Пасадена"", 15 пр., 1200/200 мл";760-204;46766176;;6560;;5207
"Блюдо ""Плиссе"", 30.5 см";84-915;54717961;;1202;;881
"Блюдо ""Плиссе"", 35.5 см";84-916;54717951;;1613;;1230
"Блюдо ""Плиссе"", 40х30 см.";84-930;54717970;;1874;;1428
"Блюдо овальное ""Плиссе"", 29х19 см.";84-932;54717950;;1020;1275;748
"Блюдо с крышкой ""Плиссе"", 40х30 см.";84-929;54717962;;2286;;1743
"Заварочный чайник ""Плиссе"", 600 мл.";84-949;54717945;;920;;675
"Кофейный набор на 6 персон ""Плиссе"", 12 пр., 120 мл";84-948;84103796;;1661;2076;1585
"Кофейный набор на 6 персон ""Плиссе"", 12 пр., 120 мл";84-943;84103798;21;1715;;1637
"Кружка ""Плиссе"", 450 мл.";84-933;54717953;;327;408;240
"Менажница 2-хсекционная ""Плиссе""";84-939;54717959;;949;;696
"Набор для специй ""Плиссе"", 2 пр.";84-938;54717968;;204;;150
"Салатник ""Плиссе"", 15 см.";84-936;54717949;;344;;253
"Салфетница ""Плиссе"", 14х7х4 см.";84-934;54717965;;374;;275
"Сахарница ""Плиссе"", 600 мл.";84-935;54717960;;532;;390
"Соусник ""Плиссе"", 400 мл.";84-931;54717969;;639;;469
"Столовый сервиз на 6 персон ""Плиссе"", 27 пр.";84-941;54717947;;13593;16991;12973
"Тортовница ""Плиссе"", 20 см., h=11 см.";84-912;54717967;;958;1197;703
"Тортовница ""Плиссе"", 30.5 см., h=15 см.";84-913;54717948;;2016;;1536
"Фруктовница ""Плиссе"", 22.5 см.";84-940;54717964;;1185;;869
"Фруктовница 2-х ярусная ""Плиссе"", 25/30 см";84-937;54717955;;1827;2283;1392
"Чайный набор на 6 персон ""Плиссе"", 12 пр., 200 мл";84-910;54717966;21;2307;2883;2203
"Чайный набор на 6 персон ""Плиссе"", 12 пр., 250 мл";84-942;84114102;21;2503;;2389
"Чайный сервиз на 6 персон ""Плиссе"", 15 пр., 1000/400/350/200 мл";84-911;54717946;21;4356;5445;4157
"Чайный набор на 2 персоны ""Полевой Цветок"", 4 пр., 250 мл";760-001;46766177;21;921;;732
"Блюдо-шубница ""Полевой цветок"" 25х17 см";760-036;84103627;21;508;;404
"Заварочный чайник ""Полевой цветок"" 400 мл";760-032;84103538;21;424;530;311
"Кофейный набор на 6 персон ""Полевой цветок"", 12 пр., 150 мл";760-007;84103795;21;1796;2245;1369
"Чайный набор на 6 персон ""Прадиз"", 12 пр., 200 мл";494-202;46766178;;2033;;1550
"Столовый сервиз на 6 персон ""Пудровый Шлейф"", 28 пр.";586-320;76990615;;15462;19327;12885
"Чайный сервиз на 6 персон ""Пудровый Шлейф"", 15 пр., 1400/250/300/250 мл";586-321;76990682;;5681;;5422
"Чайный набор на 6 персон ""Пудровый шлейф"", 12 пр., 250 мл";586-322;84114104;;3346;;3194
"Кружка ""Радуга"", 400 мл (ручная роспись)";151-055;54717972;157;214;;157
"Столовый сервиз на 6 персон ""Радуга"", 27 пр.";586-105;46766179;4;11648;14560;11118
"Чайный набор на 6 персон ""Радуга"", 12 пр., 250 мл";586-104;46766180;;3921;;3113
"Чайный сервиз на 6 персон ""Радуга"", 15 пр., 1150/250 мл";586-103;46766181;;6214;;4933
